STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,METHODOLOGY,Methodology,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPENDITURE,Expenditure,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DURABILITY,Durability,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2009,,86.3,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2010,,87.5,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2011,,89.7,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2012,,92.7,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2013,,95,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2014,,97.2,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2015,,100,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2016,,101.8,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2017,,102.7,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2018,,103.2,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2019,,103.9,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2020,,105.4,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2021,,107.2,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2022,,110.9,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2023,,117.3,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,GBR,United Kingdom,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024,,125.7,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,1996,,69.64533,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,1997,,71.84869,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,1998,,72.39243,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,1999,,72.38659,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2000,,72.73001,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2001,,73.96003,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2002,,75.53946,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2003,,77.54022,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2004,,79.94675,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2005,,81.87917,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2006,,82.60454,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2007,,83.92202,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2008,,86.04334,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2009,,88.81783,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2010,,90.26472,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,SWE,Sweden,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2011,,92.35922,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,1996,,57.26286,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,1997,,60.78391,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,1998,,63.74971,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,1999,,65.99825,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2000,,68.47852,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2001,,71.38587,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2002,,74.50278,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2003,,77.68002,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2004,,80.86532,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2005,,84.32131,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2006,,87.99735,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2007,,91.84142,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2008,,95.73971,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2009,,98.68246,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2010,,99.77898,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2011,,100.8141,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2012,,101.3683,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2013,,101.1799,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2014,,100.4844,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2015,,100,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2016,,99.91228,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2017,,100.3223,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2018,,101.5902,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2019,,103.1555,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2020,,104.3324,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2021,,104.9549,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2022,,106.3645,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2023,,108.5502,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,ESP,Spain,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2024,,110.9304,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2010,,87.1878,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2011,,88.67455,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2012,,91.02677,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2013,,93.59928,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2014,,96.54943,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2015,,100,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2016,,103.7728,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2017,,107.731,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2018,,111.6274,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2019,,115.765,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2020,,119.3814,,A,Normal value,,,2015,,,,2,Two
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),"Consumer price indices (CPIs, HICPs), COICOP 1999",I,USA,United States,A,Annual,N,National,CPI,Consumer price index,IX,Index,CP041,Actual rentals for housing,N,Neither seasonally adjusted nor calendar adjusted,_Z,Not applicable,2021,,122.0619,,A,Normal value,,,2015,,,,2,Two
